id,rate,Signed Surprise
1127,11.3,-0.059481676455433376
1129,12.7,-0.05599378293947734
1131,12.5,-0.05649687407226172
1133,12.8,-0.05574163854461089
2013,11.5,-0.058988246748626835
2016,17.0,-0.044797619684165756
2020,36.1,0.012457097227299187
2050,11.9,-0.05799653034691506
2060,22.5,-0.02946022354966094
2068,41.1,0.027455550632273
2070,22.1,-0.030612774178608547
2090,31.4,-0.0023876295807269492
2100,33.8,0.005274104934432649
2105,21.3,-0.032900696872534906
2110,38.4,0.019463021255870183
2122,24.6,-0.023316521415513814
2130,25.3,-0.02123437273259594
2150,28.0,-0.013045952985319485
2164,16.1,-0.047200179964623064
2170,21.6,-0.03204541899631827
2180,16.1,-0.047200179964623064
2185,16.5,-0.04613618467820464
2188,13.2,-0.05472908030569018
2195,28.4,-0.01181189283403083
2198,18.3,-0.04127316539294763
2220,33.4,0.004007123203590405
2230,29.6,-0.008077739998135337
2240,19.7,-0.037407104840710866
2261,30.8,-0.004296087282272581
2275,19.4,-0.03824164388470402
2282,22.6,-0.029171195476898455
2290,13.6,-0.05371017657047494
4001,12.3,-0.056998365016272916
4003,23.1,-0.027720732275018492
4005,36.2,0.01276541525531144
4007,18.7,-0.04017598744414816
4009,15.2,-0.04957172534898089
4011,13.5,-0.053965495685188644
4012,12.0,-0.05774759233869473
4013,32.7,0.0017773845299169028
4015,12.9,-0.055489095590864485
4017,15.3,-0.04930976229360519
4019,32.4,0.0008169269944456468
4021,19.5,-0.037963832052909735
4023,20.4,-0.035447016318373506
4025,25.9,-0.019436210897529692
4027,15.0,-0.05009448986765052
5001,15.8,-0.047994157640859486
5003,12.3,-0.056998365016272916
5005,17.9,-0.042364373476287624
5007,33.4,0.004007123203590405
5009,16.1,-0.047200179964623064
5011,14.3,-0.051911919738563544
5013,11.4,-0.05923516440166776
5015,21.2,-0.03318506891587046
5017,15.9,-0.04772988206990931
5019,26.6,-0.017322760281543365
5021,12.6,-0.05624552828069421
5023,15.5,-0.04878467691802377
5025,16.2,-0.04693475434460947
5027,19.6,-0.03768565223131907
5029,15.6,-0.04852155552536667
5031,26.2,-0.018532496281167474
5033,16.0,-0.0474652226919284
5035,17.4,-0.04371994600992465
5037,14.4,-0.051653456951420595
5039,11.9,-0.05799653034691506
5041,14.1,-0.05242767099037619
5043,22.8,-0.028592073589012446
5045,30.6,-0.004929636642167573
5047,12.1,-0.05749825177873958
5049,12.2,-0.057248509170526
5051,21.6,-0.03204541899631827
5053,18.7,-0.04017598744414816
5055,16.2,-0.04693475434460947
5057,15.1,-0.049833301362519844
5059,13.3,-0.05447494803968236
5061,13.6,-0.05371017657047494
5063,17.5,-0.043449583847645426
5065,13.1,-0.054982815979688765
5067,10.1,-0.06240799653040821
5069,18.0,-0.04209213264876381
5071,15.4,-0.04904741266184239
5073,15.8,-0.047994157640859486
5075,15.4,-0.04904741266184239
5077,10.7,-0.06095220240697043
5079,9.7,-0.06337028567387672
5081,12.5,-0.05649687407226172
5083,13.3,-0.05447494803968236
5085,20.6,-0.03488370667478389
5087,14.2,-0.05216999124383429
5089,17.1,-0.04452876839949887
5091,16.8,-0.04533418531173978
5093,13.8,-0.05319835489158227
5095,12.7,-0.05599378293947734
5097,13.5,-0.053965495685188644
5099,14.6,-0.05113535943315099
5101,20.5,-0.03516554340901288
5103,14.5,-0.051394603358102434
5105,12.7,-0.05599378293947734
5107,13.8,-0.05319835489158227
5109,17.3,-0.04398993111802598
5111,11.1,-0.059973481714181286
5113,14.1,-0.05242767099037619
5115,22.8,-0.028592073589012446
5117,15.4,-0.04904741266184239
5119,34.3,0.006850475155816095
5121,13.8,-0.05319835489158227
5123,10.4,-0.06168194799333503
5125,26.7,-0.01701947455759
5127,9.3,-0.06432594294899249
5129,11.9,-0.05799653034691506
5131,21.3,-0.032900696872534906
5133,12.8,-0.05574163854461089
5135,10.2,-0.062166392010647754
5137,13.9,-0.052941853294024614
5139,21.1,-0.03346907999413276
5141,14.5,-0.051394603358102434
5143,33.3,0.003689563096947177
5145,20.9,-0.03403601763137822
5147,14.0,-0.05268495850016908
5149,12.8,-0.05574163854461089
6001,47.4,0.04509000995525723
6003,34.5,0.007478725852390071
6005,19.3,-0.03851908730495835
6007,27.2,-0.015497953580596266
6009,18.3,-0.04127316539294763
6011,15.0,-0.05009448986765052
6013,42.4,0.031212467632297854
6015,14.8,-0.05061570248076457
6017,34.3,0.006850475155816095
6019,21.2,-0.03318506891587046
6021,14.2,-0.05216999124383429
6023,30.4,-0.0055618799945966685
6025,15.2,-0.04957172534898089
6027,27.2,-0.015497953580596266
6029,16.4,-0.04640275624749266
6031,14.7,-0.050875725649957106
6033,15.5,-0.04878467691802377
6035,12.9,-0.055489095590864485
6037,32.5,0.0011374022132460769
6039,14.6,-0.05113535943315099
6041,59.5,0.07462886107973439
6043,24.6,-0.023316521415513814
6045,24.4,-0.023908297441484136
6047,13.8,-0.05319835489158227
6049,15.2,-0.04957172534898089
6051,28.8,-0.010572489240306761
6053,24.7,-0.023020111678351066
6055,35.7,0.011220481685905953
6057,37.2,0.01583011044231259
6059,40.6,0.025994647408662867
6061,39.7,0.02334293157352773
6063,23.7,-0.025968517622788734
6065,22.3,-0.03003721198624266
6067,30.9,-0.003978823677333244
6069,19.7,-0.037407104840710866
6071,21.0,-0.03375272970153535
6073,38.8,0.020663049642053986
6075,58.1,0.07152361808847019
6077,18.8,-0.039900763404177184
6079,35.4,0.010289519135697884
6081,51.0,0.0544976218272757
6083,34.2,0.006535856839080534
6085,52.4,0.05801870537675693
6087,40.8,0.02658006481918645
6089,22.2,-0.03032517156081257
6091,17.9,-0.042364373476287624
6093,23.2,-0.027429577802073887
6095,26.9,-0.01641188356300462
6097,35.5,0.010600172713441441
6099,17.1,-0.04452876839949887
6101,18.2,-0.04154652817199804
6103,15.7,-0.048258048945978266
6105,19.5,-0.037963832052909735
6107,14.6,-0.05113535943315099
6109,20.5,-0.03516554340901288
6111,33.8,0.005274104934432649
6113,41.4,0.028327858800457666
6115,17.1,-0.04452876839949887
8001,24.3,-0.02420366297652716
8003,25.0,-0.02212880007565716
8005,42.8,0.03235630416758789
8007,37.2,0.01583011044231259
8009,21.4,-0.03261596426900242
8011,11.4,-0.05923516440166776
8013,62.1,0.08016433717924965
8014,55.7,0.06600324549109465
8015,33.8,0.005274104934432649
8017,19.2,-0.0387961618909615
8019,48.1,0.046958434459557115
8021,21.0,-0.03375272970153535
8023,19.3,-0.03851908730495835
8025,9.0,-0.06503831307185995
8027,32.5,0.0011374022132460769
8029,21.7,-0.031759607132395166
8031,49.4,0.050378523763427975
8033,24.1,-0.024793347200179824
8035,58.0,0.07129853978928692
8037,47.2,0.04455275377213901
8039,35.8,0.01153013639088432
8041,38.5,0.01976354362205108
8043,18.5,-0.04072532092141857
8045,31.0,-0.0036612345625553332
8047,39.6,0.023046552820189317
8049,38.0,0.01825750641963001
8051,56.2,0.06717355374431946
8053,45.7,0.040475327112747456
8055,21.1,-0.03346907999413276
8057,20.0,-0.03656926144817284
8059,45.2,0.03909751952193132
8061,21.4,-0.03261596426900242
8063,18.7,-0.04017598744414816
8065,32.3,0.0004961295001144805
8067,44.2,0.03631422800710874
8069,47.3,0.044821571299399586
8071,19.5,-0.037963832052909735
8073,12.6,-0.05624552828069421
8075,20.2,-0.036008869012571935
8077,28.2,-0.012429592229269265
8079,46.5,0.0426604600157661
8081,17.6,-0.04317884507293961
8083,29.6,-0.008077739998135337
8085,25.2,-0.02153286075293395
8087,17.5,-0.043449583847645426
8089,18.6,-0.04045084009308867
8091,47.8,0.046159966907398
8093,29.8,-0.007450747368574214
8095,23.8,-0.02567525072323583
8097,60.8,0.07743467366865095
8099,18.3,-0.04127316539294763
8101,21.8,-0.03147343631873797
8103,22.7,-0.028881812025866597
8105,24.5,-0.02361258346204954
8107,49.8,0.05141769785100598
8109,22.1,-0.030612774178608547
8111,35.7,0.011220481685905953
8113,59.4,0.07440991464214092
8115,19.5,-0.037963832052909735
8117,52.4,0.05801870537675693
8119,37.7,0.017349783839849423
8121,15.4,-0.04904741266184239
8123,27.5,-0.014580979970712326
8125,21.8,-0.03147343631873797
9001,47.9,0.046426504479013406
9003,38.1,0.018559398205191705
9005,35.4,0.010289519135697884
9007,42.2,0.030638398650506875
9009,35.0,0.009043585561761302
9011,33.3,0.003689563096947177
9013,41.8,0.029485975187756183
9015,24.3,-0.02420366297652716
10001,23.7,-0.025968517622788734
10003,36.2,0.01276541525531144
10005,28.3,-0.012120909687435889
11001,58.5,0.07241958408456783
12001,43.3,0.03377800152873748
12003,13.2,-0.05472908030569018
12005,23.7,-0.025968517622788734
12007,9.9,-0.06288996795062107
12009,30.2,-0.006192814681137449
12011,32.4,0.0008169269944456468
12013,9.5,-0.06384894543555727
12015,23.4,-0.02684621013393036
12017,18.3,-0.04127316539294763
12019,24.9,-0.022426250633977084
12021,36.4,0.01338104584322698
12023,14.9,-0.05035529039667486
12027,11.5,-0.058988246748626835
12029,10.4,-0.06168194799333503
12031,30.0,-0.006822438032522759
12033,26.5,-0.01762570567695244
12035,25.1,-0.021831003324498523
12037,18.8,-0.039900763404177184
12039,16.2,-0.04693475434460947
12041,13.4,-0.054220419670353466
12043,11.2,-0.059727782397508374
12045,19.2,-0.0387961618909615
12047,7.9,-0.06761801780080026
12049,10.2,-0.062166392010647754
12051,8.3,-0.06668584519360221
12053,18.4,-0.04099942949856268
12055,17.2,-0.04425953872916073
12057,33.5,0.004324357771004848
12059,10.7,-0.06095220240697043
12061,29.1,-0.009639443220572252
12063,12.6,-0.05624552828069421
12065,22.3,-0.03003721198624266
12067,11.8,-0.05824506529866143
12069,24.0,-0.02508766513010391
12071,28.2,-0.012429592229269265
12073,46.2,0.0418438381798258
12075,12.2,-0.057248509170526
12077,14.4,-0.051653456951420595
12079,14.0,-0.05268495850016908
12081,29.8,-0.007450747368574214
12083,20.1,-0.03628924797010986
12085,34.1,0.00622091032417469
12086,29.8,-0.007450747368574214
12087,34.4,0.007164764938956293
12089,29.6,-0.008077739998135337
12091,31.1,-0.003343320267220757
12093,11.3,-0.059481676455433376
12095,34.6,0.007792357559317804
12097,21.8,-0.03147343631873797
12099,36.7,0.01430197280043091
12101,24.0,-0.02508766513010391
12103,31.7,-0.0014290240597151914
12105,20.2,-0.036008869012571935
12107,12.3,-0.056998365016272916
12109,44.7,0.037710468869730424
12111,21.6,-0.03204541899631827
12113,27.7,-0.013967978057884292
12115,35.4,0.010289519135697884
12117,39.6,0.023046552820189317
12119,31.8,-0.0011088426647299543
12121,15.5,-0.04878467691802377
12123,8.3,-0.06668584519360221
12125,9.2,-0.06456381701696155
12127,23.7,-0.025968517622788734
12129,18.3,-0.04127316539294763
12131,28.5,-0.011502542016374625
12133,12.5,-0.05649687407226172
13001,9.8,-0.0631303337903923
13003,12.2,-0.057248509170526
13005,10.5,-0.06143910954833665
13007,12.9,-0.055489095590864485
13009,23.3,-0.027138070292612858
13011,13.4,-0.054220419670353466
13013,19.0,-0.03934920286451035
13015,18.6,-0.04045084009308867
13017,11.2,-0.059727782397508374
13019,11.4,-0.05923516440166776
13021,25.4,-0.020935539634318944
13023,18.7,-0.04017598744414816
13025,8.9,-0.0652749339731532
13027,17.8,-0.04263623944808697
13029,33.1,0.0030534675826742407
13031,27.0,-0.016107579009950936
13033,13.2,-0.05472908030569018
13035,12.2,-0.057248509170526
13037,9.1,-0.06480127390528825
13039,23.9,-0.025381633098259655
13043,13.0,-0.05523615457178259
13045,21.1,-0.03346907999413276
13047,21.4,-0.03261596426900242
13049,8.8,-0.06551113606422829
13051,33.6,0.004641266469181328
13053,29.5,-0.00839074170397717
13055,8.9,-0.0652749339731532
13057,38.2,0.01886094818243944
13059,44.0,0.03575317012710095
13061,12.5,-0.05649687407226172
13063,19.5,-0.037963832052909735
13065,10.0,-0.06264918868695246
13067,47.4,0.04509000995525723
13069,13.0,-0.05523615457178259
13071,12.8,-0.05574163854461089
13073,36.4,0.01338104584322698
13075,13.5,-0.053965495685188644
13077,30.3,-0.0058775110876773656
13079,10.5,-0.06143910954833665
13081,14.1,-0.05242767099037619
13083,15.2,-0.04957172534898089
13085,30.6,-0.004929636642167573
13087,13.8,-0.05319835489158227
13089,44.2,0.03631422800710874
13091,14.3,-0.051911919738563544
13093,12.1,-0.05749825177873958
13095,21.4,-0.03261596426900242
13097,28.2,-0.012429592229269265
13099,15.1,-0.049833301362519844
13101,9.7,-0.06337028567387672
13103,20.0,-0.03656926144817284
13105,11.6,-0.05874092400743427
13107,13.0,-0.05523615457178259
13109,15.8,-0.047994157640859486
13111,21.8,-0.03147343631873797
13113,46.2,0.0418438381798258
13115,20.9,-0.03403601763137822
13117,53.1,0.05974970475538322
13119,15.9,-0.04772988206990931
13121,52.9,0.059257159179125315
13123,20.4,-0.035447016318373506
13125,11.6,-0.05874092400743427
13127,29.9,-0.007136757120404384
13129,14.7,-0.050875725649957106
13131,13.9,-0.052941853294024614
13133,26.9,-0.01641188356300462
13135,36.9,0.014914240718243623
13137,19.3,-0.03851908730495835
13139,24.5,-0.02361258346204954
13141,8.6,-0.06598228162885054
13143,14.8,-0.05061570248076457
13145,31.4,-0.0023876295807269492
13147,15.7,-0.048258048945978266
13149,8.7,-0.06574691879872369
13151,28.5,-0.011502542016374625
13153,28.3,-0.012120909687435889
13155,15.1,-0.049833301362519844
13157,22.7,-0.028881812025866597
13159,14.2,-0.05216999124383429
13161,10.3,-0.06192437565597324
13163,9.9,-0.06288996795062107
13165,7.9,-0.06761801780080026
13167,9.1,-0.06480127390528825
13169,19.6,-0.03768565223131907
13171,15.8,-0.047994157640859486
13173,16.5,-0.04613618467820464
13175,16.2,-0.04693475434460947
13177,25.4,-0.020935539634318944
13179,18.3,-0.04127316539294763
13181,15.9,-0.04772988206990931
13183,17.4,-0.04371994600992465
13185,25.3,-0.02123437273259594
13187,26.4,-0.01792831038312545
13189,14.0,-0.05268495850016908
13191,17.6,-0.04317884507293961
13193,8.8,-0.06551113606422829
13195,18.5,-0.04072532092141857
13197,13.4,-0.054220419670353466
13199,10.4,-0.06168194799333503
13201,14.0,-0.05268495850016908
13205,9.7,-0.06337028567387672
13207,26.8,-0.016715848865020984
13209,16.0,-0.0474652226919284
13211,20.7,-0.034601506526999774
13213,10.1,-0.06240799653040821
13215,25.8,-0.01973676385073006
13217,19.8,-0.037128190300902975
13219,52.3,0.05776980328337164
13221,17.1,-0.04452876839949887
13223,22.6,-0.029171195476898455
13225,20.5,-0.03516554340901288
13227,23.1,-0.027720732275018492
13229,12.6,-0.05624552828069421
13231,17.1,-0.04452876839949887
13233,13.7,-0.053454462811305066
13235,13.2,-0.05472908030569018
13237,23.4,-0.02684621013393036
13239,7.1,-0.06946195862635764
13241,24.2,-0.024498679689069266
13243,10.3,-0.06192437565597324
13245,21.4,-0.03261596426900242
13247,26.3,-0.018230574038605372
13249,13.3,-0.05447494803968236
13251,15.4,-0.04904741266184239
13253,16.2,-0.04693475434460947
13255,17.8,-0.04263623944808697
13257,21.0,-0.03375272970153535
13259,12.2,-0.057248509170526
13261,18.3,-0.04127316539294763
13263,12.1,-0.05749825177873958
13265,8.1,-0.06715277794072015
13267,13.2,-0.05472908030569018
13269,12.6,-0.05624552828069421
13271,8.6,-0.06598228162885054
13273,11.2,-0.059727782397508374
13275,24.7,-0.023020111678351066
13277,18.1,-0.04181951740213328
13279,16.2,-0.04693475434460947
13281,30.1,-0.006507790440979151
13283,12.4,-0.05674781981694577
13285,19.0,-0.03934920286451035
13287,11.7,-0.05849319668792731
13289,11.8,-0.05824506529866143
13291,22.5,-0.02946022354966094
13293,13.4,-0.054220419670353466
13295,16.6,-0.04586923203184626
13297,21.7,-0.031759607132395166
13299,15.2,-0.04957172534898089
13301,12.3,-0.056998365016272916
13303,12.3,-0.056998365016272916
13305,13.0,-0.05523615457178259
13307,14.7,-0.050875725649957106
13309,13.6,-0.05371017657047494
13311,22.7,-0.028881812025866597
13313,15.7,-0.048258048945978266
13315,12.2,-0.057248509170526
13317,13.8,-0.05319835489158227
13319,10.9,-0.060463658409962845
13321,11.0,-0.06021877389043915
15001,29.4,-0.008703413219003784
15003,35.0,0.009043585561761302
15005,24.2,-0.024498679689069266
15007,29.2,-0.009327764317863215
15009,27.2,-0.015497953580596266
16001,38.5,0.01976354362205108
16003,21.2,-0.03318506891587046
16005,27.8,-0.013660972309111369
16007,18.9,-0.039625168401764346
16009,15.2,-0.04957172534898089
16011,21.2,-0.03318506891587046
16013,35.4,0.010289519135697884
16015,27.1,-0.015802935563514448
16017,23.8,-0.02567525072323583
16019,31.3,-0.0027065174486843838
16021,19.8,-0.037128190300902975
16023,16.2,-0.04693475434460947
16025,16.3,-0.04666894628741695
16027,18.7,-0.04017598744414816
16029,19.0,-0.03934920286451035
16031,18.6,-0.04045084009308867
16033,12.2,-0.057248509170526
16035,17.9,-0.042364373476287624
16037,24.4,-0.023908297441484136
16039,18.7,-0.04017598744414816
16041,17.7,-0.04290773012652442
16043,21.7,-0.031759607132395166
16045,17.5,-0.043449583847645426
16047,17.2,-0.04425953872916073
16049,19.8,-0.037128190300902975
16051,24.7,-0.023020111678351066
16053,16.1,-0.047200179964623064
16055,25.2,-0.02153286075293395
16057,45.4,0.039649754705706974
16059,22.9,-0.028301980557917456
16061,17.9,-0.042364373476287624
16063,10.3,-0.06192437565597324
16065,36.4,0.01338104584322698
16067,14.1,-0.05242767099037619
16069,22.9,-0.028301980557917456
16071,17.1,-0.04452876839949887
16073,12.0,-0.05774759233869473
16075,15.7,-0.048258048945978266
16077,15.1,-0.049833301362519844
16079,11.5,-0.058988246748626835
16081,41.0,0.027164074582787235
16083,20.6,-0.03488370667478389
16085,30.4,-0.0055618799945966685
16087,16.3,-0.04666894628741695
17001,25.0,-0.02212880007565716
17003,12.9,-0.055489095590864485
17005,22.9,-0.028301980557917456
17007,23.5,-0.026553997712472674
17009,14.1,-0.05242767099037619
17011,20.6,-0.03488370667478389
17013,14.2,-0.05216999124383429
17015,19.5,-0.037963832052909735
17017,15.1,-0.049833301362519844
17019,45.0,0.03854380545518127
17021,17.1,-0.04452876839949887
17023,19.9,-0.03684890903075518
17025,15.0,-0.05009448986765052
17027,22.3,-0.03003721198624266
17029,26.0,-0.019135315074784928
17031,38.8,0.020663049642053986
17033,17.1,-0.04452876839949887
17035,15.4,-0.04904741266184239
17037,32.3,0.0004961295001144805
17039,21.3,-0.032900696872534906
17041,18.9,-0.039625168401764346
17043,49.4,0.050378523763427975
17045,17.2,-0.04425953872916073
17047,13.9,-0.052941853294024614
17049,22.7,-0.028881812025866597
17051,11.3,-0.059481676455433376
17053,21.4,-0.03261596426900242
17055,16.7,-0.04560189875963964
17057,17.6,-0.04317884507293961
17059,10.9,-0.060463658409962845
17061,12.8,-0.05574163854461089
17063,22.9,-0.028301980557917456
17065,17.0,-0.044797619684165756
17067,21.0,-0.03375272970153535
17069,10.8,-0.060708134755122135
17071,18.3,-0.04127316539294763
17073,23.3,-0.027138070292612858
17075,15.9,-0.04772988206990931
17077,34.1,0.00622091032417469
17079,16.6,-0.04586923203184626
17081,17.9,-0.042364373476287624
17083,20.3,-0.03572812499062007
17085,25.0,-0.02212880007565716
17087,16.0,-0.0474652226919284
17089,33.1,0.0030534675826742407
17091,20.8,-0.03431894337604498
17093,36.2,0.01276541525531144
17095,18.9,-0.039625168401764346
17097,45.3,0.03937382218692974
17099,17.8,-0.04263623944808697
17101,14.9,-0.05035529039667486
17103,18.2,-0.04154652817199804
17105,14.8,-0.05061570248076457
17107,19.9,-0.03684890903075518
17109,32.2,0.00017501005302690892
17111,34.4,0.007164764938956293
17113,44.8,0.03798861589951586
17115,22.1,-0.030612774178608547
17117,18.4,-0.04099942949856268
17119,26.8,-0.016715848865020984
17121,15.2,-0.04957172534898089
17123,18.9,-0.039625168401764346
17125,16.0,-0.0474652226919284
17127,13.9,-0.052941853294024614
17129,24.0,-0.02508766513010391
17131,17.4,-0.04371994600992465
17133,35.0,0.009043585561761302
17135,16.7,-0.04560189875963964
17137,19.3,-0.03851908730495835
17139,18.6,-0.04045084009308867
17141,21.4,-0.03261596426900242
17143,30.6,-0.004929636642167573
17145,12.5,-0.05649687407226172
17147,28.6,-0.011192857581067188
17149,17.8,-0.04263623944808697
17151,13.1,-0.054982815979688765
17153,12.5,-0.05649687407226172
17155,16.6,-0.04586923203184626
17157,13.3,-0.05447494803968236
17159,21.0,-0.03375272970153535
17161,23.5,-0.026553997712472674
17163,28.0,-0.013045952985319485
17165,19.2,-0.0387961618909615
17167,34.5,0.007478725852390071
17169,20.4,-0.035447016318373506
17171,15.8,-0.047994157640859486
17173,16.8,-0.04533418531173978
17175,17.0,-0.044797619684165756
17177,19.6,-0.03768565223131907
17179,26.3,-0.018230574038605372
17181,21.7,-0.031759607132395166
17183,14.7,-0.050875725649957106
17185,18.2,-0.04154652817199804
17187,22.8,-0.028592073589012446
17189,20.9,-0.03403601763137822
17191,15.4,-0.04904741266184239
17193,15.5,-0.04878467691802377
17195,18.2,-0.04154652817199804
17197,34.3,0.006850475155816095
17199,24.3,-0.02420366297652716
17201,22.9,-0.028301980557917456
17203,33.2,0.0033716777804165053
18001,15.5,-0.04878467691802377
18003,28.5,-0.011502542016374625
18005,33.5,0.004324357771004848
18007,16.1,-0.047200179964623064
18009,13.5,-0.053965495685188644
18011,49.3,0.05011775784797621
18013,28.9,-0.010261806024468918
18015,16.7,-0.04560189875963964
18017,13.3,-0.05447494803968236
18019,21.2,-0.03318506891587046
18021,17.0,-0.044797619684165756
18023,16.3,-0.04666894628741695
18025,10.3,-0.06192437565597324
18027,13.2,-0.05472908030569018
18029,22.9,-0.028301980557917456
18031,20.6,-0.03488370667478389
18033,18.0,-0.04209213264876381
18035,23.7,-0.025968517622788734
18037,23.7,-0.025968517622788734
18039,19.8,-0.037128190300902975
18041,13.3,-0.05447494803968236
18043,29.6,-0.008077739998135337
18045,14.9,-0.05035529039667486
18047,21.1,-0.03346907999413276
18049,15.8,-0.047994157640859486
18051,18.0,-0.04209213264876381
18053,17.9,-0.042364373476287624
18055,14.9,-0.05035529039667486
18057,59.3,0.0741905263142086
18059,30.8,-0.004296087282272581
18061,18.7,-0.04017598744414816
18063,37.0,0.015219868601342232
18065,16.4,-0.04640275624749266
18067,21.6,-0.03204541899631827
18069,20.1,-0.03628924797010986
18071,16.7,-0.04560189875963964
18073,14.3,-0.051911919738563544
18075,11.4,-0.05923516440166776
18077,17.9,-0.042364373476287624
18079,12.0,-0.05774759233869473
18081,32.7,0.0017773845299169028
18083,16.9,-0.0450660921372379
18085,23.3,-0.027138070292612858
18087,10.5,-0.06143910954833665
18089,22.6,-0.029171195476898455
18091,18.0,-0.04209213264876381
18093,15.8,-0.047994157640859486
18095,18.4,-0.04099942949856268
18097,30.9,-0.003978823677333244
18099,19.7,-0.037407104840710866
18101,13.7,-0.053454462811305066
18103,13.0,-0.05523615457178259
18105,45.7,0.040475327112747456
18107,18.2,-0.04154652817199804
18109,17.3,-0.04398993111802598
18111,11.9,-0.05799653034691506
18113,13.7,-0.053454462811305066
18115,14.7,-0.050875725649957106
18117,10.9,-0.060463658409962845
18119,13.1,-0.054982815979688765
18121,12.0,-0.05774759233869473
18123,16.1,-0.047200179964623064
18125,14.1,-0.05242767099037619
18127,28.4,-0.01181189283403083
18129,21.9,-0.031186906955717245
18131,12.8,-0.05574163854461089
18133,16.8,-0.04533418531173978
18135,14.3,-0.051911919738563544
18137,18.0,-0.04209213264876381
18139,13.9,-0.052941853294024614
18141,29.6,-0.008077739998135337
18143,12.0,-0.05774759233869473
18145,18.7,-0.04017598744414816
18147,15.2,-0.04957172534898089
18149,11.9,-0.05799653034691506
18151,21.8,-0.03147343631873797
18153,12.1,-0.05749825177873958
18155,10.9,-0.060463658409962845
18157,38.7,0.02036355818248894
18159,24.7,-0.023020111678351066
18161,18.5,-0.04072532092141857
18163,27.0,-0.016107579009950936
18165,14.2,-0.05216999124383429
18167,25.1,-0.021831003324498523
18169,18.1,-0.04181951740213328
18171,19.4,-0.03824164388470402
18173,30.3,-0.0058775110876773656
18175,13.4,-0.054220419670353466
18177,18.2,-0.04154652817199804
18179,18.2,-0.04154652817199804
18181,16.4,-0.04640275624749266
18183,20.7,-0.034601506526999774
19001,18.5,-0.04072532092141857
19003,15.6,-0.04852155552536667
19005,17.8,-0.04263623944808697
19007,16.3,-0.04666894628741695
19009,17.1,-0.04452876839949887
19011,22.1,-0.030612774178608547
19013,29.1,-0.009639443220572252
19015,25.3,-0.02123437273259594
19017,30.7,-0.004613025047423713
19019,21.5,-0.0323308715092419
19021,19.7,-0.037407104840710866
19023,17.3,-0.04398993111802598
19025,18.7,-0.04017598744414816
19027,22.4,-0.02974889585083812
19029,20.1,-0.03628924797010986
19031,22.2,-0.03032517156081257
19033,23.6,-0.02626143341383984
19035,22.2,-0.03032517156081257
19037,17.2,-0.04425953872916073
19039,16.0,-0.0474652226919284
19041,22.7,-0.028881812025866597
19043,17.7,-0.04290773012652442
19045,17.9,-0.042364373476287624
19047,14.3,-0.051911919738563544
19049,50.4,0.052964738206216326
19051,19.5,-0.037963832052909735
19053,25.0,-0.02212880007565716
19055,16.6,-0.04586923203184626
19057,20.1,-0.03628924797010986
19059,33.6,0.004641266469181328
19061,30.8,-0.004296087282272581
19063,18.8,-0.039900763404177184
19065,18.3,-0.04127316539294763
19067,19.8,-0.037128190300902975
19069,18.0,-0.04209213264876381
19071,18.9,-0.039625168401764346
19073,18.7,-0.04017598744414816
19075,27.9,-0.01335363050127003
19077,19.8,-0.037128190300902975
19079,24.3,-0.02420366297652716
